date;city;duration;shape;location
12/08/2002;baker city;480;OTRA;(44.775,-117.8333333)
12/03/2010;destin;600;CIRCULAR;(30.3933333,-86.4958333)
01/05/1999;sherwood (north of);30;OTRA;(42.0013889,-85.2386111)
18/04/2009;holland;15;OTRA;(42.7875,-86.1088889)
02/05/2009;grand rapids;2400;OTRA;(42.9633333,-85.6680556)
05/05/2014;boca raton;300;TRIANGULAR;(26.3583333,-80.0833333)
04/07/2001;big pine;253800;OTRA;(37.165,-118.2886111)
13/08/2001;pittsburgh (plum);1500;OTRA;(40.4405556,-79.9961111)
15/11/2003;bradenton;300;OTRA;(27.4986111,-82.575)
22/11/2005;san antonio;360;OTRA;(29.4238889,-98.4933333)
30/12/2003;alexandria;900;OTRA;(38.8047222,-77.0472222)
12/03/1999;columbus;1800;OTRA;(39.9611111,-82.9988889)
07/08/1994;ypsilanti;2700;OTRA;(42.2411111,-83.6130556)
11/06/2003;moss beach;600;OTRA;(37.5275,-122.5122222)
01/08/2012;kansas city;720;OTRA;(39.0997222,-94.5783333)
22/01/2005;cedar city;7200;OTRA;(37.6775,-113.0611111)
30/09/2010;colorado city;3;TRIANGULAR;(37.9452778,-104.8347222)
30/10/2000;pearl;240;TRIANGULAR;(32.2744444,-90.1319444)
02/09/2012;waterville;900;OTRA;(44.5519444,-69.6322222)
20/05/2001;hillsboro;3600;OTRA;(45.5230556,-122.9886111)
30/10/1999;woodbridge;600;OTRA;(38.6580556,-77.25)
06/10/2010;spring hill;3;OTRA;(28.5555556,-82.4505556)
25/01/2009;yakima;1200;OTRA;(46.6022222,-120.5047222)
04/11/2012;anchorage;300;OTRA;(61.2180556,-149.9002778)
24/12/2013;post falls;600;CIRCULAR;(47.7180556,-116.9505556)
03/07/2011;butte;300;OTRA;(46.0038889,-112.5338889)
24/03/2014;reynoldsville;45;OTRA;(41.0969444,-78.8888889)
01/03/2013;el centro;2100;TRIANGULAR;(32.7919444,-115.5622222)
26/03/2013;el centro;2100;TRIANGULAR;(32.7919444,-115.5622222)
17/11/2012;north dartmouth;300;CIRCULAR;(41.6388889,-70.9708333)
06/12/2002;appalachia;600;OTRA;(36.9066667,-82.7819444)
13/07/1986;waynesburg (outside of);600;OTRA;(39.8963889,-80.1794444)
13/11/2013;mcgraw;600;OTRA;(42.5961111,-76.0936111)
04/07/2010;louisville;600;OTRA;(38.2541667,-85.7594444)
28/08/2010;westford;120;OTRA;(42.5791667,-71.4383333)
06/07/2013;st. petersburg;120;OTRA;(27.7705556,-82.6794444)
25/12/2013;woonsocket;180;OTRA;(42.0027778,-71.5152778)
04/07/2009;everett;600;OTRA;(47.9791667,-122.2008333)
17/02/2013;chester;180;OTRA;(30.9261111,-94.5963889)
20/08/2011;mount vernon;90;CIRCULAR;(40.3933333,-82.4858333)
24/01/2008;waddington;180;OTRA;(44.8644444,-75.2044444)
23/05/2009;trenton;900;TRIANGULAR;(39.4808333,-84.4577778)
11/01/2013;orlando;300;OTRA;(28.5380556,-81.3794444)
10/09/2012;north myrtle beach;1200;TRIANGULAR;(33.8158333,-78.6802778)
06/09/2007;surfside beach;2;OTRA;(33.6058333,-78.9733333)
04/07/2011;waterbury;900;OTRA;(41.5580556,-73.0519444)
22/06/2013;lafayette;120;OTRA;(40.4166667,-86.8752778)
01/01/2011;katy;30;OTRA;(29.7855556,-95.8241667)
20/01/2013;flomaton;600;CIRCULAR;(31.0,-87.2608333)
17/06/2008;phoenix;5;OTRA;(33.4483333,-112.0733333)
31/10/2004;tinley park;1800;OTRA;(41.5733333,-87.7844444)
01/11/2012;tacoma;900;TRIANGULAR;(47.2530556,-122.4430556)
24/12/2013;mesa;300;OTRA;(33.4222222,-111.8219444)
31/12/2009;mandeville;60;OTRA;(30.3580556,-90.0655556)
05/12/2006;north myrtle beach;60;OTRA;(33.8158333,-78.6802778)
01/08/1998;brigantine;300;OTRA;(39.41,-74.365)
03/05/2012;lakeview (near);120;OTRA;(42.1888889,-120.3447222)
19/12/2013;shallotte (hwy 17);5;OTRA;(33.9730556,-78.3861111)
08/02/2014;glendale;600;OTRA;(33.5386111,-112.1852778)
09/03/2014;canton;120;OTRA;(42.3086111,-83.4822222)
13/11/2012;southington;600;OTRA;(41.5963889,-72.8780556)
26/12/2011;seattle;180;OTRA;(47.6063889,-122.3308333)
10/09/2003;marana;120;OTRA;(32.4366667,-111.2247222)
10/06/2012;pittsburgh;120;OTRA;(40.4405556,-79.9961111)
24/08/2012;white river junction;120;CIRCULAR;(43.6488889,-72.3197222)
10/09/2012;baltimore county;30;OTRA;(39.2902778,-76.6125)
01/08/2010;laurie (5 mi. w of  52 mile marker on osage);180;OTRA;(38.1991667,-92.8333333)
14/09/2010;brookfield;2400;OTRA;(43.0605556,-88.1063889)
10/02/2014;las vegas (north of);120;OTRA;(36.175,-115.1363889)
25/01/2014;whitefield;300;OTRA;(44.3730556,-71.6105556)
01/06/1982;sequim;600;OTRA;(48.0797222,-123.1005556)
28/09/2013;pensacola;300;OTRA;(30.4211111,-87.2169444)
05/10/2009;darlington;7;OTRA;(34.2997222,-79.8763889)
03/07/2012;wanamaker;120;OTRA;(39.7044444,-86.0097222)
17/03/2012;airway heights;40;OTRA;(47.6447222,-117.5922222)
16/05/2013;chicago;8;TRIANGULAR;(41.85,-87.65)
18/12/2010;longwood;600;OTRA;(28.7027778,-81.3386111)
16/11/2013;yuba city;60;OTRA;(39.1405556,-121.6158333)
05/08/2003;ashland;5;OTRA;(42.1947222,-122.7083333)
01/10/1997;lakeland;60;OTRA;(28.0391667,-81.95)
31/12/2010;arlington;600;OTRA;(48.1988889,-122.1238889)
22/08/2006;clark;300;CIRCULAR;(40.6408333,-74.3111111)
15/07/1995;abilene;7200;OTRA;(32.4486111,-99.7327778)
25/04/2012;portal;900;OTRA;(32.5380556,-81.9325)
19/08/2009;gentry;7200;OTRA;(36.2675,-94.4844444)
15/08/2008;perrysburg;300;OTRA;(41.5569444,-83.6272222)
30/03/2013;phoenix;180;OTRA;(33.4483333,-112.0733333)
04/12/2005;west los angeles;3600;OTRA;(34.0522222,-118.2427778)
23/09/2013;las vegas;300;OTRA;(36.175,-115.1363889)
10/06/2006;wichita;5;OTRA;(37.6922222,-97.3372222)
24/11/2004;winter garden;120;OTRA;(28.565,-81.5863889)
25/05/2011;leesburg;300;OTRA;(39.1155556,-77.5638889)
06/03/2014;windom;25;OTRA;(38.3838889,-97.9097222)
30/09/2011;vancouver;30;OTRA;(45.6388889,-122.6602778)
20/05/2012;palm springs;120;OTRA;(33.8302778,-116.5444444)
14/04/2013;imperial beach;1200;OTRA;(32.5838889,-117.1122222)
04/07/2012;west covina;1200;OTRA;(34.09,-117.8894444)
09/04/2013;redwood city;180;OTRA;(37.4852778,-122.2352778)
28/07/2005;methuen;120;TRIANGULAR;(42.7261111,-71.1913889)
31/12/2011;duck;45;OTRA;(36.1694444,-75.7555556)
26/01/2011;lehi;600;OTRA;(40.3916667,-111.85)
21/08/2004;tinley park;1800;OTRA;(41.5733333,-87.7844444)
30/09/2005;sugar grove;900;OTRA;(41.7613889,-88.4436111)
09/06/2012;jamestown;120;OTRA;(42.0969444,-79.2355556)
31/10/2004;tinley park;600;CIRCULAR;(41.5733333,-87.7844444)
21/08/2004;tinley park;3600;CIRCULAR;(41.5733333,-87.7844444)
21/08/2004;tinley park;2700;OTRA;(41.5733333,-87.7844444)
18/10/2013;washington;30;OTRA;(40.1738889,-80.2463889)
20/10/2012;kingsport;300;OTRA;(36.5483333,-82.5619444)
31/10/2004;frankfort;1500;OTRA;(41.4958333,-87.8486111)
19/06/2009;hutchinson;600;OTRA;(38.0608333,-97.9294444)
03/09/2010;pelzer;1200;OTRA;(34.6422222,-82.4561111)
31/10/2004;tinley park;600;CIRCULAR;(41.5733333,-87.7844444)
31/10/2004;tinley park;900;OTRA;(41.5733333,-87.7844444)
21/08/2004;tinley park;2100;OTRA;(41.5733333,-87.7844444)
01/01/2013;modesto;180;OTRA;(37.6391667,-120.9958333)
25/03/2012;attleboro;120;TRIANGULAR;(41.9444444,-71.2861111)
28/11/2006;vancouver;90;OTRA;(45.6388889,-122.6602778)
31/10/2004;oak forest;1200;OTRA;(41.6027778,-87.7438889)
31/10/2004;tinley park;900;CIRCULAR;(41.5733333,-87.7844444)
31/10/2004;tinley park;1200;OTRA;(41.5733333,-87.7844444)
04/11/2013;raleigh;180;TRIANGULAR;(35.7719444,-78.6388889)
25/12/2013;sacramento;120;TRIANGULAR;(38.5816667,-121.4933333)
01/10/2005;tinley park;1200;CIRCULAR;(41.5733333,-87.7844444)
21/08/2004;tinley park;1800;OTRA;(41.5733333,-87.7844444)
08/06/2004;mound;120;TRIANGULAR;(44.9366667,-93.6658333)
31/10/2004;orland hills;1500;OTRA;(41.5852778,-87.8430556)
31/10/2004;tinley park;1800;OTRA;(41.5733333,-87.7844444)
24/08/2005;marana;6;OTRA;(32.4366667,-111.2247222)
12/03/2001;beaverton;600;OTRA;(45.4872222,-122.8025)
03/10/2011;miles city;420;OTRA;(46.4083333,-105.84)
30/09/2005;orland park;7200;CIRCULAR;(41.6302778,-87.8538889)
07/04/2005;lake havasu city;10;OTRA;(34.4838889,-114.3216667)
02/07/2000;mount pleasant;180;CIRCULAR;(32.7938889,-79.8627778)
25/02/2009;marlborough;600;TRIANGULAR;(41.6313889,-72.4602778)
28/01/2005;mesa;1800;TRIANGULAR;(33.4222222,-111.8219444)
22/06/2006;barnesville;20;TRIANGULAR;(39.9880556,-81.1766667)
10/12/2012;longmont;240;OTRA;(40.1672222,-105.1013889)
01/06/2011;brooklyn park;120;OTRA;(45.0941667,-93.3561111)
15/06/2013;spokane;180;OTRA;(47.6588889,-117.425)
27/08/2011;howard;60;OTRA;(40.4075,-82.3269444)
02/02/2014;miami;180;CIRCULAR;(25.7738889,-80.1938889)
28/10/2011;red hill;240;OTRA;(40.3727778,-75.4813889)
01/08/2013;hesperia;7;TRIANGULAR;(34.4263889,-117.3)
04/07/2012;daytona beach shores;60;OTRA;(29.1758333,-80.9830556)
26/10/1987;jackson;60;OTRA;(43.3238889,-88.1666667)
29/07/2012;sinking spring;300;CIRCULAR;(40.3272222,-76.0113889)
31/12/2013;taylors;120;OTRA;(34.9202778,-82.2963889)
28/08/2011;tonawanda;1200;CIRCULAR;(43.0202778,-78.8805556)
13/03/2012;binghamton;8;OTRA;(42.0986111,-75.9183333)
11/09/2012;sandston;15;TRIANGULAR;(37.5233333,-77.3161111)
03/05/2013;barre;120;OTRA;(44.1969444,-72.5025)
25/01/2014;centennial;1800;TRIANGULAR;(39.5791667,-104.8763889)
01/08/1967;roseburg;900;OTRA;(43.2166667,-123.3405556)
28/11/2012;mitchell;10;CIRCULAR;(43.7094444,-98.0294444)
04/09/2007;kansas city;10;TRIANGULAR;(39.0997222,-94.5783333)
01/04/2011;adrian;5;TRIANGULAR;(43.635,-95.9325)
17/01/2003;frackville;180;CIRCULAR;(40.7838889,-76.2305556)
21/07/2012;duluth;900;CIRCULAR;(46.7833333,-92.1063889)
04/07/2010;st. paul;240;OTRA;(44.9444444,-93.0930556)
01/05/2002;sheridan;600;CIRCULAR;(45.0994444,-123.3936111)
02/02/2014;fairfield;120;OTRA;(38.2494444,-122.0388889)
27/06/2001;irvine;120;OTRA;(33.6694444,-117.8222222)
09/07/2005;holland;600;OTRA;(40.1727778,-74.9930556)
14/06/2005;denver;120;OTRA;(39.7391667,-104.9841667)
03/02/2007;pomona;180;OTRA;(34.0552778,-117.7513889)
01/06/1960;watervliet;300;OTRA;(42.1866667,-86.2605556)
31/08/2002;canton;600;OTRA;(42.3086111,-83.4822222)
29/12/2012;waterloo;180;OTRA;(42.4927778,-92.3427778)
10/02/2003;grangeville;300;OTRA;(45.9266667,-116.1213889)
31/01/2009;downey;600;OTRA;(33.94,-118.1316667)
06/02/2012;enterprise;10;OTRA;(39.4208333,-80.2780556)
14/08/2009;shelton;180;OTRA;(41.3163889,-73.0936111)
30/08/2003;brainerd;120;OTRA;(46.3580556,-94.2005556)
17/06/2009;south dennis;300;OTRA;(41.6894444,-70.1569444)
17/11/2001;auburn;300;OTRA;(47.3075,-122.2272222)
21/12/2012;eugene;60;OTRA;(44.0522222,-123.0855556)
09/03/2013;benicia;2700;OTRA;(38.0494444,-122.1575)
09/10/2006;tampa;3;OTRA;(27.9472222,-82.4586111)
25/06/2005;decatur;300;OTRA;(36.3358333,-94.4605556)
30/05/2012;venice;60;OTRA;(27.0994444,-82.4544444)
15/09/2007;st. peters;900;OTRA;(38.8002778,-90.6263889)
17/05/2013;bellport;1800;TRIANGULAR;(40.7569444,-72.9397222)
01/06/1997;hamilton;600;CIRCULAR;(39.3994444,-84.5613889)
16/06/2013;erie;240;OTRA;(42.1291667,-80.0852778)
15/02/1998;blackfoot;300;OTRA;(43.1905556,-112.3441667)
09/04/2010;yuma;40;CIRCULAR;(32.7252778,-114.6236111)
18/10/2003;columbia;300;CIRCULAR;(38.9516667,-92.3338889)
20/12/2003;emsworth;120;OTRA;(40.51,-80.0947222)
18/10/1981;boulder;15;OTRA;(40.015,-105.27)
26/09/2012;omaha;600;OTRA;(41.2586111,-95.9375)
24/06/2005;scottsdale;10;TRIANGULAR;(33.5091667,-111.8983333)
01/10/2005;crestwood;300;OTRA;(41.6611111,-87.7525)
01/12/2008;brawley;600;OTRA;(32.9786111,-115.5294444)
25/10/2013;flushing;600;OTRA;(43.0630556,-83.8511111)
28/06/2008;destin;60;CIRCULAR;(30.3933333,-86.4958333)
21/08/2004;orland park;1200;OTRA;(41.6302778,-87.8538889)
13/07/2013;ellensburg;300;OTRA;(46.9966667,-120.5466667)
19/10/2013;st. paul;5;OTRA;(44.9444444,-93.0930556)
14/02/2013;spokane;420;OTRA;(47.6588889,-117.425)
15/01/2005;richmond;45;OTRA;(37.5536111,-77.4605556)
01/06/1966;oil city (near);1800;OTRA;(41.4338889,-79.7066667)
24/11/2009;jim thorpe;300;OTRA;(40.8758333,-75.7327778)
18/08/2013;blaine;360;OTRA;(45.1608333,-93.2347222)
26/06/2010;greenville;180;OTRA;(38.3725,-85.9863889)
28/10/2008;dallas;30;TRIANGULAR;(32.7833333,-96.8)
10/03/2006;tulsa;60;OTRA;(36.1538889,-95.9925)
21/03/2009;newark;3600;OTRA;(40.0580556,-82.4013889)
08/10/2010;tunkhannock;600;OTRA;(41.5386111,-75.9469444)
06/08/2005;hendersonville;5400;OTRA;(35.3186111,-82.4611111)
10/11/2003;tucson;600;OTRA;(32.2216667,-110.9258333)
20/07/1995;arlington;300;OTRA;(42.4152778,-71.1569444)
05/07/2004;spring;420;OTRA;(30.0797222,-95.4169444)
28/11/2012;pleasantville;480;TRIANGULAR;(39.3897222,-74.5244444)
13/06/2003;daytona beach;60;OTRA;(29.2105556,-81.0230556)
06/02/2002;irmo;240;TRIANGULAR;(34.0858333,-81.1833333)
28/03/2011;traverse city;300;OTRA;(44.7630556,-85.6205556)
01/07/2003;manteo;1200;OTRA;(35.9080556,-75.6761111)
22/06/2007;fresno (20 min. n of);180;OTRA;(36.7477778,-119.7713889)
18/03/2011;arizona city;600;OTRA;(32.7558333,-111.6702778)
19/08/2012;chautauqua;240;OTRA;(42.2097222,-79.4669444)
12/01/2002;orem;180;OTRA;(40.2969444,-111.6938889)
18/08/2010;palos verdes estates;600;OTRA;(33.8005556,-118.3891667)
18/07/1999;san antonio;240;OTRA;(29.4238889,-98.4933333)
12/10/2013;north judson;30;OTRA;(41.215,-86.7758333)
15/03/1969;oroville;120;OTRA;(48.9391667,-119.4344444)
04/07/1995;bremerton;300;OTRA;(47.5675,-122.6313889)
08/02/2014;new york city (brooklyn);10;OTRA;(40.7141667,-74.0063889)
11/10/2004;honolulu;3;TRIANGULAR;(21.3069444,-157.8583333)
07/06/1986;panama city;30;OTRA;(30.1586111,-85.6602778)
29/12/2008;aurora;180;TRIANGULAR;(39.7294444,-104.8313889)
01/03/2011;waterbury;180;OTRA;(41.5580556,-73.0519444)
29/10/2000;flint;10;TRIANGULAR;(43.0125,-83.6875)
15/02/2012;sedona;900;TRIANGULAR;(34.8697222,-111.7602778)
05/06/2003;clearfield;7;TRIANGULAR;(41.1108333,-112.0252778)
13/08/2008;towaco;240;TRIANGULAR;(40.9219444,-74.3458333)
18/02/2001;colorado springs;120;TRIANGULAR;(38.8338889,-104.8208333)
01/09/1993;lackawanna (suburb of buffalo);1800;TRIANGULAR;(42.8255556,-78.8236111)
15/08/1996;wellfleet;1800;TRIANGULAR;(41.9375,-70.0333333)
01/04/2009;kosciusko;45;TRIANGULAR;(33.0575,-89.5875)
20/08/1975;jackson;180;TRIANGULAR;(39.7763889,-74.8627778)
20/02/2007;mequon;60;TRIANGULAR;(43.2363889,-87.9844444)
06/11/2004;hillsboro;120;TRIANGULAR;(39.2022222,-83.6116667)
16/05/1997;oklahoma city;300;TRIANGULAR;(35.4675,-97.5161111)
31/10/2004;tinley park;900;OTRA;(41.5733333,-87.7844444)
24/07/2000;overcup;600;TRIANGULAR;(35.225,-92.6919444)
09/10/2011;memphis;600;OTRA;(35.1494444,-90.0488889)
11/09/2001;new york city (world trade center);45;OTRA;(40.7141667,-74.0063889)
15/08/1975;grenada;1800;OTRA;(33.7688889,-89.8083333)
29/04/2012;saratoga springs;45;OTRA;(40.3491667,-111.9038889)
14/11/2009;larned;10;CIRCULAR;(38.1805556,-99.0983333)
07/01/2009;hooks;1800;OTRA;(33.4661111,-94.2883333)
26/10/2012;el segundo;2700;OTRA;(33.9191667,-118.4155556)
29/08/2005;gaithersburg;180;OTRA;(39.1433333,-77.2016667)
15/09/2008;fort lauderdale;120;OTRA;(26.1219444,-80.1436111)
30/09/2006;albuquerque;2;OTRA;(35.0844444,-106.6505556)
07/12/2012;longmont;150;OTRA;(40.1672222,-105.1013889)
23/08/2003;henderson;14400;OTRA;(36.0397222,-114.9811111)
18/11/2008;wilmington;2700;CIRCULAR;(34.2255556,-77.945)
27/08/2009;modesto;1200;OTRA;(37.6391667,-120.9958333)
14/09/2002;spokane;1800;TRIANGULAR;(47.6588889,-117.425)
15/04/2001;las vegas;1800;CIRCULAR;(36.175,-115.1363889)
27/08/2009;el paso (east side);180;OTRA;(31.7586111,-106.4863889)
14/10/2012;canyon lake;600;OTRA;(33.685,-117.2722222)
01/01/2008;burbank;120;OTRA;(34.1808333,-118.3080556)
03/07/2011;cape lookout;45;OTRA;(34.6052778,-76.5366667)
17/03/2004;yakima;900;OTRA;(46.6022222,-120.5047222)
12/10/2009;yakima;300;OTRA;(46.6022222,-120.5047222)
02/09/2011;salt lake city;240;CIRCULAR;(40.7608333,-111.8902778)
29/03/2001;bouse;900;OTRA;(33.9325,-114.005)
31/12/2013;taos;900;TRIANGULAR;(36.4072222,-105.5725)
29/10/2012;omaha;60;OTRA;(41.2586111,-95.9375)
31/10/2012;little rock;300;TRIANGULAR;(34.7463889,-92.2894444)
20/09/2005;laconia;360;CIRCULAR;(43.5277778,-71.4708333)
16/06/2012;davis;300;TRIANGULAR;(38.545,-121.7394444)
26/01/2012;beaumont;120;TRIANGULAR;(30.0858333,-94.1016667)
18/11/1998;new kent;5;TRIANGULAR;(37.5175,-76.9791667)
15/10/2008;ballston lake;30;OTRA;(42.9116667,-73.8686111)
21/04/2007;benton;300;OTRA;(36.8572222,-88.3502778)
25/05/2013;butte;600;TRIANGULAR;(46.0038889,-112.5338889)
06/02/2010;elkins;15;OTRA;(38.9258333,-79.8469444)
24/10/2005;san antonio;480;CIRCULAR;(29.4238889,-98.4933333)
09/10/2012;san diego;720;OTRA;(32.7152778,-117.1563889)
16/11/2009;queen creek;1800;OTRA;(33.2486111,-111.6336111)
24/02/2008;elizabeth;30;OTRA;(40.6638889,-74.2111111)
15/08/2013;cleveland;300;OTRA;(41.4994444,-81.6955556)
24/09/2013;fairbanks;120;CIRCULAR;(64.8377778,-147.7163889)
30/08/2003;everett;5400;OTRA;(47.9791667,-122.2008333)
30/05/2005;north las vegas;21600;OTRA;(36.1988889,-115.1166667)
28/09/2000;collinsville;4;OTRA;(38.6702778,-89.9844444)
27/01/2013;long beach;60;OTRA;(33.7669444,-118.1883333)
19/02/2011;hampton;7200;OTRA;(36.2841667,-82.1727778)
15/08/1987;chino valley;18000;OTRA;(34.7575,-112.4530556)
22/10/2009;houston;600;OTRA;(29.7630556,-95.3630556)
01/11/2007;kit carson;4;OTRA;(38.7611111,-102.7888889)
26/07/2013;florence (near);180;OTRA;(38.9988889,-84.6266667)
01/11/2013;madeira;20;OTRA;(39.1908333,-84.3636111)
27/11/2012;washington court house;20;OTRA;(39.5363889,-83.4391667)
08/03/2007;keystone (rural);1800;OTRA;(41.9983333,-92.1972222)
13/03/1997;stanfield;600;TRIANGULAR;(32.8825,-111.9613889)
17/03/2012;hayward;480;OTRA;(46.0130556,-91.4844444)
18/03/2012;iowa city;5;OTRA;(41.6611111,-91.53)
24/03/1984;newburgh;1500;CIRCULAR;(41.5033333,-74.0108333)
04/03/2004;las animas;120;OTRA;(38.0666667,-103.2222222)
07/03/2004;winter springs;15;OTRA;(28.6986111,-81.3083333)
18/12/2005;knox;300;TRIANGULAR;(41.2958333,-86.625)
24/10/2009;tulsa;3600;CIRCULAR;(36.1538889,-95.9925)
20/12/2009;salinas;2400;TRIANGULAR;(36.6777778,-121.6544444)
09/10/2011;murfreesboro;240;OTRA;(35.8455556,-86.3902778)
22/04/2001;huntington;120;TRIANGULAR;(38.4191667,-82.4452778)
05/05/2012;hampton;1800;OTRA;(33.3869444,-84.2830556)
28/09/2013;owls head;600;CIRCULAR;(44.7344444,-74.1691667)
27/06/2010;zionsville;900;OTRA;(39.9508333,-86.2619444)
27/07/2007;oakland;300;OTRA;(37.8044444,-122.2697222)
01/02/2009;sterling;10;CIRCULAR;(39.0061111,-77.4288889)
07/07/1969;fresno;120;OTRA;(36.7477778,-119.7713889)
30/05/2007;sedona;2;OTRA;(34.8697222,-111.7602778)
09/11/2013;dobson;180;OTRA;(36.3955556,-80.7227778)
14/12/2008;plainview;40;OTRA;(40.7763889,-73.4677778)
13/03/2011;san antonio;2400;OTRA;(29.4238889,-98.4933333)
15/06/1973;huntington beach;20;OTRA;(33.6602778,-117.9983333)
31/12/2012;west sacramento;1800;OTRA;(38.5816667,-121.4933333)
15/11/2013;des moines;300;OTRA;(41.6005556,-93.6088889)
08/04/2006;beardstown;600;OTRA;(40.0175,-90.4241667)
17/10/2000;napoleonville;5;OTRA;(29.9402778,-91.0247222)
13/03/2012;andover;10;OTRA;(45.2333333,-93.2911111)
22/01/2010;boise;25;OTRA;(43.6136111,-116.2025)
19/08/2009;mt. pleasant;45;OTRA;(32.7938889,-79.8627778)
05/12/2008;fort collins;1800;TRIANGULAR;(40.5852778,-105.0838889)
15/06/2006;sacramento;5;OTRA;(38.5816667,-121.4933333)
10/11/2012;dripping springs;300;OTRA;(30.19,-98.0863889)
05/12/2012;belleville;300;OTRA;(38.52,-89.9838889)
27/01/2004;mesa;600;OTRA;(33.4222222,-111.8219444)
01/10/1967;chaffee;600;OTRA;(42.5680556,-78.4791667)
16/02/2003;brooklyn;900;TRIANGULAR;(41.7880556,-71.9502778)
15/03/2006;portland;6;TRIANGULAR;(45.5236111,-122.675)
17/06/2010;perry;1200;OTRA;(41.8386111,-94.1069444)
12/04/2012;st. cloud;1800;OTRA;(45.5608333,-94.1622222)
10/03/2011;winters;12;OTRA;(31.9563889,-99.9619444)
07/07/1954;west columbia;600;OTRA;(34.0005556,-81.035)
20/10/2013;manitou springs;60;CIRCULAR;(38.8597222,-104.9166667)
08/03/2001;wayland;3600;OTRA;(42.3625,-71.3619444)
01/09/2012;grove city;300;OTRA;(41.1577778,-80.0888889)
01/02/2003;burbank;10;OTRA;(34.1808333,-118.3080556)
14/01/2011;holts summit;120;OTRA;(38.6402778,-92.1222222)
21/02/2013;germantown;4;OTRA;(39.6261111,-84.3694444)
14/12/2004;orrville;300;OTRA;(40.8436111,-81.7641667)
31/10/2004;tinley park;1800;OTRA;(41.5733333,-87.7844444)
17/04/2006;satellite beach;360;OTRA;(28.1758333,-80.5902778)
22/09/2013;east islip;25;OTRA;(40.7319444,-73.1861111)
12/04/2013;provo;90;CIRCULAR;(40.2338889,-111.6577778)
01/07/1966;new salem;30;OTRA;(39.9241667,-79.8358333)
09/08/2004;loveland;1800;OTRA;(40.3977778,-105.0744444)
04/06/2013;gwinn;240;OTRA;(46.2811111,-87.4408333)
01/01/2014;wenatchee;210;OTRA;(47.4236111,-120.3091667)
27/07/2007;gold beach;30;OTRA;(42.4075,-124.4205556)
13/07/2013;union city;35;OTRA;(41.8994444,-79.8455556)
18/02/2012;miami lakes;180;OTRA;(25.9083333,-80.3088889)
07/04/2001;new brunswick;120;OTRA;(40.4861111,-74.4522222)
15/11/2012;douglassville;60;OTRA;(40.2577778,-75.7266667)
06/09/2005;coronado;900;OTRA;(32.6858333,-117.1822222)
10/06/2008;lansing;10;OTRA;(42.7325,-84.5555556)
22/07/2012;boulder;10800;OTRA;(40.015,-105.27)
06/04/2007;black canyon city;1800;TRIANGULAR;(34.0708333,-112.15)
28/11/2007;danbury;60;OTRA;(41.3947222,-73.4544444)
26/12/2013;puyallup;180;OTRA;(47.1855556,-122.2916667)
30/01/2014;charlotte;600;OTRA;(35.2269444,-80.8433333)
21/03/2004;brookston;20;OTRA;(40.6027778,-86.8672222)
19/05/2006;wheatfield;30;OTRA;(41.1930556,-87.0555556)
12/03/2001;las vegas;1200;OTRA;(36.175,-115.1363889)
25/01/2013;kaanapali;300;CIRCULAR;(20.9316667,-156.6972222)
23/09/2012;ocean city;600;OTRA;(38.3363889,-75.0852778)
26/09/2001;hayward;1200;OTRA;(37.6688889,-122.0797222)
01/02/2009;jamaica;900;OTRA;(37.715,-76.6944444)
31/08/2004;danville;120;CIRCULAR;(37.8216667,-121.9988889)
09/12/2012;knoxville;15;OTRA;(35.9605556,-83.9208333)
17/07/1998;tukwila (viewed from&#44 looking east);180;OTRA;(47.4741667,-122.2597222)
28/04/2012;algoma;60;OTRA;(44.6088889,-87.4325)
29/01/2009;carrollton;180;CIRCULAR;(32.9536111,-96.89)
18/12/2001;harrisburg;2400;OTRA;(39.1269,-92.4399)
31/03/2007;east rutherford;7200;CIRCULAR;(40.8338889,-74.0975)
21/01/2012;manchester;240;CIRCULAR;(42.9955556,-71.4552778)
03/01/2007;buford;180;OTRA;(34.1205556,-84.0044444)
12/12/2013;roseburg;30;OTRA;(43.2166667,-123.3405556)
10/12/2006;ukiah;10;OTRA;(39.1502778,-123.2066667)
03/12/2005;williamsburg;10800;OTRA;(37.2705556,-76.7077778)
24/08/1990;santa cruz;5;OTRA;(36.9741667,-122.0297222)
06/03/2008;altoona;6;OTRA;(40.5186111,-78.395)
10/12/1997;williamsburg;20;OTRA;(39.0541667,-84.0530556)
26/01/2003;van nuys;8;OTRA;(34.1866667,-118.4480556)
20/08/1998;gobles;180;OTRA;(42.3608333,-85.8794444)
01/10/2007;charlotte;1200;OTRA;(35.2269444,-80.8433333)
30/08/2003;merrick;2700;OTRA;(40.6627778,-73.5519444)
15/09/2006;marathon;5;OTRA;(24.7133333,-81.0905556)
20/11/2013;randolph center;15;CIRCULAR;(43.9408333,-72.6080556)
15/06/2003;woburn;1800;OTRA;(42.4791667,-71.1527778)
17/07/2009;waterloo;420;OTRA;(42.4927778,-92.3427778)
21/09/2013;medina;600;OTRA;(41.1383333,-81.8638889)
31/12/2013;selah;900;OTRA;(46.6541667,-120.5288889)
17/02/2012;columbus;300;OTRA;(39.9611111,-82.9988889)
28/11/2013;mchenry;300;OTRA;(42.3333333,-88.2666667)
06/07/2013;barboursville;300;OTRA;(38.4094444,-82.2947222)
04/07/2010;wichita;300;OTRA;(37.6922222,-97.3372222)
