date;city;duration;shape;location
03/10/2010;dubuque;7200;OTRA;(42.5005556,-90.6644444)
08/07/2011;sacramento;300;OTRA;(38.5816667,-121.4933333)
21/01/2011;harvard;1800;OTRA;(42.4222222,-88.6136111)
25/08/2013;st. agatha;1500;OTRA;(47.2430556,-68.3141667)
16/11/2013;rancho santa margarita;600;OTRA;(33.6408333,-117.6022222)
26/08/2010;lynden;90;OTRA;(48.9466667,-122.4508333)
30/06/1964;lewistown;120;OTRA;(40.3930556,-90.1547222)
15/09/1987;tulare;1200;OTRA;(36.2077778,-119.3463889)
03/03/2006;carriere;60;OTRA;(30.6166667,-89.6525)
06/10/2007;topeka;3;TRIANGULAR;(39.0483333,-95.6777778)
13/01/2005;dallas;180;OTRA;(32.7833333,-96.8)
23/05/2007;cottonwood;900;OTRA;(40.3858333,-122.2797222)
24/10/2002;atlanta;420;OTRA;(33.7488889,-84.3880556)
13/02/2006;salem;600;OTRA;(37.2644444,-88.2441667)
18/09/2005;collings lakes;20;OTRA;(39.5955556,-74.8819444)
09/01/2008;florissant;10800;OTRA;(38.9458333,-105.2888889)
23/09/2001;bothell;600;TRIANGULAR;(47.7625,-122.2041667)
16/11/1999;hilliard ( western suburb of columbus);10;OTRA;(40.0333333,-83.1583333)
30/06/1976;elmira heights;1200;CIRCULAR;(42.1297222,-76.8211111)
05/08/2005;corfu;180;OTRA;(42.96,-78.4058333)
05/09/2001;healdsburg;900;OTRA;(38.6105556,-122.8680556)
11/04/2012;oldsmar;1800;OTRA;(28.0338889,-82.6652778)
04/02/2012;mount pleasant;900;OTRA;(43.5977778,-84.7675)
05/09/2011;pocatello;900;OTRA;(42.8713889,-112.4447222)
06/07/2012;orchard park;60;OTRA;(42.7675,-78.7441667)
15/08/1999;eureka;3;OTRA;(40.7213889,-89.2727778)
05/10/2005;stuart;7200;OTRA;(27.1972222,-80.2530556)
11/09/2003;alexandria;10;CIRCULAR;(38.8047222,-77.0472222)
23/10/2011;fairfield;3;OTRA;(38.2494444,-122.0388889)
04/11/2011;tarpon springs;2;OTRA;(28.1458333,-82.7569444)
21/08/2011;moses lake;1;OTRA;(47.1302778,-119.2769444)
19/09/2009;parkland;15;OTRA;(47.1555556,-122.4327778)
04/08/2008;chicago;60;OTRA;(41.85,-87.65)
01/01/2007;st. petersburg;120;OTRA;(27.7705556,-82.6794444)
20/06/2008;philipsburg;300;OTRA;(40.8963889,-78.2208333)
23/06/2013;indianapolis;240;OTRA;(39.7683333,-86.1580556)
07/02/2005;phoenix;10800;OTRA;(33.4483333,-112.0733333)
23/05/2005;orchard lake;60;OTRA;(42.5830556,-83.3594444)
25/11/1985;edna;240;OTRA;(28.9783333,-96.6458333)
13/03/1997;tempe;1200;OTRA;(33.4147222,-111.9086111)
28/11/2007;san diego (clairmont);15;CIRCULAR;(32.7152778,-117.1563889)
28/12/2005;orlando;30;OTRA;(28.5380556,-81.3794444)
01/12/2012;norfolk;300;OTRA;(36.8466667,-76.2855556)
13/12/1999;las animas;2;OTRA;(38.0666667,-103.2222222)
03/10/2002;morrisville;300;OTRA;(35.8233333,-78.8258333)
18/04/2014;phoenix;240;OTRA;(33.4483333,-112.0733333)
31/10/2010;las vegas;3600;OTRA;(36.175,-115.1363889)
13/12/1998;hauser;30;OTRA;(43.4930556,-124.2175)
22/05/1999;columbia;60;OTRA;(38.9516667,-92.3338889)
21/07/2007;gresham;600;OTRA;(45.4983333,-122.4302778)
07/06/2006;spokane;7200;OTRA;(47.6588889,-117.425)
23/03/1999;cross lanes;300;OTRA;(38.4202778,-81.7908333)
19/09/2012;new york city (brooklyn);600;OTRA;(40.7141667,-74.0063889)
21/07/2011;rochester;60;OTRA;(43.1547222,-77.6158333)
06/11/2002;mount pleasant;3;OTRA;(32.7938889,-79.8627778)
09/07/2010;skykomish (nearest);60;OTRA;(47.7094444,-121.3588889)
10/10/2012;yakima;240;OTRA;(46.6022222,-120.5047222)
17/10/1995;ponte vedra beach;180;OTRA;(30.2394444,-81.3858333)
07/10/2008;angel fire;5;OTRA;(36.3930556,-105.2844444)
01/06/1977;simi valley;900;OTRA;(34.2694444,-118.7805556)
30/06/1998;waldorf;60;OTRA;(38.6244444,-76.9394444)
28/09/1998;everett;3600;OTRA;(47.9791667,-122.2008333)
18/09/2002;grants pass;1200;OTRA;(42.4391667,-123.3272222)
06/08/1999;orem;900;TRIANGULAR;(40.2969444,-111.6938889)
26/11/2003;gilbert;90;TRIANGULAR;(33.3527778,-111.7883333)
16/11/2005;centralia;420;TRIANGULAR;(46.7163889,-122.9530556)
22/11/2012;new milford;90;CIRCULAR;(41.5769444,-73.4088889)
09/11/2003;springfield;120;OTRA;(42.1013889,-72.5902778)
01/11/2011;menomonie;300;OTRA;(44.8755556,-91.9191667)
20/11/2012;alamo;1;OTRA;(35.7847222,-89.1172222)
15/11/2007;terre haute;2400;OTRA;(39.4666667,-87.4138889)
03/11/2012;eureka;240;OTRA;(40.8022222,-124.1625)
22/12/2006;susanville;7200;OTRA;(40.4163889,-120.6519444)
07/08/1997;new york city;2;OTRA;(40.7141667,-74.0063889)
16/11/1996;las vegas;3600;OTRA;(36.175,-115.1363889)
21/01/2012;jacksonville;300;OTRA;(30.3319444,-81.6558333)
04/07/2012;saint helena;2400;OTRA;(38.5052778,-122.4691667)
09/11/2013;inverness;600;OTRA;(28.8355556,-82.3305556)
08/06/2012;ann arbor;3600;OTRA;(42.2708333,-83.7263889)
27/11/2006;tempe;1200;OTRA;(33.4147222,-111.9086111)
29/04/2008;gainesville;14400;CIRCULAR;(29.6513889,-82.325)
27/06/2013;sulphur springs;3600;OTRA;(33.1383333,-95.6008333)
07/10/2009;hamlin;900;OTRA;(43.3030556,-77.9213889)
24/03/2006;victorville;300;OTRA;(34.5361111,-117.2902778)
05/09/2001;westbrook;7200;OTRA;(41.2852778,-72.4480556)
03/10/2012;wagner;7200;OTRA;(43.0797222,-98.2927778)
06/01/2013;oley;2700;CIRCULAR;(40.3875,-75.79)
17/08/2002;ajo;9000;OTRA;(32.3716667,-112.86)
20/04/2014;port arthur;900;OTRA;(29.8986111,-93.9286111)
19/10/2011;las vegas;900;OTRA;(36.175,-115.1363889)
07/05/1993;sedona;1800;OTRA;(34.8697222,-111.7602778)
04/08/2013;west jordan;600;OTRA;(40.5,-111.95)
20/03/2011;sylvania;10;OTRA;(41.7188889,-83.7130556)
10/09/2004;mastic beach;30;OTRA;(40.7666667,-72.8525)
14/07/2005;ridgewood;3;OTRA;(40.7,-73.9061111)
01/10/2002;kingston;600;OTRA;(41.9269444,-73.9977778)
07/06/2010;oak lawn;60;OTRA;(41.7108333,-87.7580556)
09/07/2010;oakland;900;OTRA;(37.8044444,-122.2697222)
20/07/2011;oakwood;2700;OTRA;(34.2275,-83.8844444)
29/06/2000;chico;15;CIRCULAR;(39.7286111,-121.8363889)
09/09/2009;mountain;120;OTRA;(45.1847222,-88.4736111)
02/05/1997;lincoln city (north of);480;OTRA;(44.9583333,-124.0166667)
16/07/2011;erie;15;OTRA;(42.1291667,-80.0852778)
27/03/2004;canandaigua;2;OTRA;(42.8741667,-77.2883333)
11/10/2003;new york city (manhattan);120;OTRA;(40.7141667,-74.0063889)
28/09/2010;santa monica;1800;OTRA;(34.0194444,-118.4902778)
30/08/2003;pasadena;60;OTRA;(34.1477778,-118.1436111)
19/06/2006;sedona;600;OTRA;(34.8697222,-111.7602778)
31/10/2008;hibbing;1;OTRA;(47.4272222,-92.9375)
01/09/2005;fall river;8;OTRA;(41.7013889,-71.1555556)
25/08/1995;pittsburgh;45;OTRA;(40.4405556,-79.9961111)
21/11/2000;warrior;120;OTRA;(33.8141667,-86.8094444)
20/02/2003;dallas;45;OTRA;(33.9236111,-84.8408333)
24/12/2010;delray beach;7200;OTRA;(26.4611111,-80.0730556)
25/06/2002;orting;20;OTRA;(47.0980556,-122.2030556)
12/02/2002;sniders crossroads;60;OTRA;(32.8888889,-80.8533333)
28/08/2007;lansing;180;OTRA;(42.7325,-84.5555556)
15/06/2013;merced;180;OTRA;(37.3022222,-120.4819444)
24/07/1962;rensselaer;120;OTRA;(42.6425,-73.7433333)
27/09/2011;st. simons island;7200;OTRA;(31.1502778,-81.3697222)
03/10/2009;lawrence;300;OTRA;(38.9716667,-95.235)
12/10/2006;boulder;10;TRIANGULAR;(40.015,-105.27)
22/06/2003;baltimore;120;OTRA;(39.2902778,-76.6125)
22/07/2000;la crosse;8;OTRA;(43.8013889,-91.2394444)
25/06/2002;portland;900;CIRCULAR;(45.5236111,-122.675)
17/07/1998;portland;1;OTRA;(45.5236111,-122.675)
24/01/2014;seattle;3600;OTRA;(47.6063889,-122.3308333)
11/05/2012;los banos;600;CIRCULAR;(37.0583333,-120.8488889)
17/04/2005;grovetown;2700;CIRCULAR;(33.4502778,-82.1983333)
06/12/2012;spring valley;900;OTRA;(34.345,-112.1583333)
12/08/1999;myrtle creek;60;CIRCULAR;(43.0202778,-123.2919444)
26/03/2009;chatsworth;120;CIRCULAR;(34.7658333,-84.77)
01/08/1991;hamden;900;TRIANGULAR;(41.3958333,-72.8972222)
21/10/2013;barnegat;60;OTRA;(39.7530556,-74.2233333)
10/01/2010;cary;900;OTRA;(35.7913889,-78.7813889)
22/11/2012;hopkinton;600;OTRA;(42.2286111,-71.5230556)
30/08/1980;maquoketa;1200;OTRA;(42.0688889,-90.6655556)
03/10/2007;high springs;300;TRIANGULAR;(29.8266667,-82.5969444)
27/07/2011;coram;180;OTRA;(40.8686111,-73.0019444)
27/11/1997;northampton;10;OTRA;(42.325,-72.6416667)
15/06/1995;cameron;60;OTRA;(29.7975,-93.325)
15/06/2004;boulder;240;OTRA;(40.015,-105.27)
14/10/2000;denver;360;OTRA;(39.7391667,-104.9841667)
29/05/2005;torrance;900;OTRA;(33.8358333,-118.3397222)
22/09/2013;kingston;10;OTRA;(42.9363889,-71.0538889)
26/03/2011;dunnellon;5;OTRA;(29.0488889,-82.4611111)
15/08/2013;mission viejo;120;CIRCULAR;(33.6,-117.6711111)
15/07/2004;north kingstown;60;OTRA;(41.55,-71.4666667)
20/07/1967;west palm beach;90;OTRA;(26.7052778,-80.0366667)
03/12/1999;warm springs (approx. 15mi. east of 6);2;OTRA;(38.1905556,-116.3691667)
02/09/2013;wellington;7;OTRA;(26.6583333,-80.2416667)
18/11/2003;chillicothe;10800;OTRA;(39.3330556,-82.9825)
15/11/1997;west palm beach;300;OTRA;(26.7052778,-80.0366667)
19/01/2007;colby;45;OTRA;(39.3958333,-101.0519444)
13/06/2001;gaylordsville;300;OTRA;(41.6463889,-73.4847222)
25/09/2010;houston;1800;OTRA;(29.7630556,-95.3630556)
14/04/2011;falls church;15;OTRA;(38.8822222,-77.1713889)
09/10/2006;cathedral city;600;OTRA;(33.7797222,-116.4644444)
22/09/2002;germantown;8;OTRA;(35.0866667,-89.81)
18/02/1999;portage county;240;OTRA;(41.3266667,-83.6508333)
26/09/2011;watsontown;4;TRIANGULAR;(41.0844444,-76.8641667)
22/01/2004;downers grove;30;OTRA;(41.8088889,-88.0111111)
10/08/2012;rancho santa margarita;60;CIRCULAR;(33.6408333,-117.6022222)
24/02/2005;edgewater;15;OTRA;(38.9569444,-76.5502778)
04/09/2010;middletown;3;OTRA;(41.4458333,-74.4233333)
13/05/2010;tujunga;5;OTRA;(34.2522222,-118.2875)
11/12/2000;norwalk;180;OTRA;(41.1175,-73.4083333)
09/05/2004;stone harbor;600;OTRA;(39.0508333,-74.7583333)
20/10/2006;evanston;30;OTRA;(42.0411111,-87.69)
25/11/2012;anchorage;5400;OTRA;(61.2180556,-149.9002778)
27/01/2005;abingdon;300;OTRA;(39.4622222,-76.2794444)
12/10/2003;albany;30;OTRA;(42.6525,-73.7566667)
07/04/2001;milwaukee;45;OTRA;(43.0388889,-87.9063889)
29/05/2008;springfield;300;OTRA;(37.2152778,-93.2980556)
10/11/2007;jacksonville;300;OTRA;(30.3319444,-81.6558333)
30/06/1969;kyle;180;OTRA;(29.9888889,-97.8769444)
21/07/2009;cumberland;25;OTRA;(39.6527778,-78.7627778)
19/06/2007;missoula;5;OTRA;(46.8722222,-113.9930556)
10/11/2008;nashville;1;OTRA;(36.1658333,-86.7844444)
11/08/2003;grand canyon (100 miles from);15;OTRA;(36.0544444,-112.1386111)
06/07/2000;easton;10;OTRA;(40.6883333,-75.2211111)
23/08/2012;new hyde park;10;OTRA;(40.735,-73.6883333)
30/01/2009;san marcos;1500;TRIANGULAR;(29.8830556,-97.9411111)
19/02/2012;morgan hill;3600;OTRA;(37.1305556,-121.6533333)
04/07/2013;cedar hill;600;CIRCULAR;(32.5883333,-96.9558333)
12/07/2009;walnut;4;OTRA;(34.0202778,-117.8644444)
19/09/2007;rensselaer;300;OTRA;(42.6425,-73.7433333)
25/07/2004;huntsville;1200;TRIANGULAR;(34.7302778,-86.5861111)
03/07/2005;palo alto;30;OTRA;(37.4419444,-122.1419444)
15/11/2005;richmond;120;TRIANGULAR;(37.5536111,-77.4605556)
14/03/1996;shafter;600;OTRA;(35.5005556,-119.2708333)
28/10/2013;walkertown;3;OTRA;(36.1752778,-80.1533333)
06/12/2009;temecula;180;OTRA;(33.4936111,-117.1475)
10/11/1980;lansing;15;OTRA;(42.7325,-84.5555556)
20/04/2003;college station;10;OTRA;(30.6277778,-96.3341667)
26/05/2002;wimberley;1800;OTRA;(29.9972222,-98.0983333)
07/04/2005;chester;180;CIRCULAR;(37.3566667,-77.4419444)
12/02/1999;albuquerque;600;OTRA;(35.0844444,-106.6505556)
15/09/2007;oshkosh;2;OTRA;(44.0247222,-88.5425)
05/06/1990;danville (rural);1200;OTRA;(40.1244444,-87.63)
28/03/2006;sutton;1800;OTRA;(42.15,-71.7633333)
15/06/1975;baton rouge;5400;OTRA;(30.4505556,-91.1544444)
06/03/2007;nesquehoning;3600;CIRCULAR;(40.8644444,-75.8113889)
17/04/1958;winooski;5400;OTRA;(44.4913889,-73.1861111)
15/03/2005;yucca valley;10800;OTRA;(34.1141667,-116.4313889)
05/10/2005;west des moines;300;OTRA;(41.6005556,-93.6088889)
13/11/2011;covington;1200;OTRA;(47.3483333,-122.1136111)
27/01/2012;lufkin;1200;OTRA;(31.3380556,-94.7288889)
31/01/2005;columbia city;180;TRIANGULAR;(41.1572222,-85.4883333)
26/08/2004;chatsworth;120;OTRA;(39.8175,-74.5352778)
21/06/2008;west chester;300;TRIANGULAR;(39.0875,-81.9227778)
27/04/1991;sacramento;1800;OTRA;(38.5816667,-121.4933333)
23/01/2014;tabernacle;240;OTRA;(39.8438889,-74.7105556)
30/08/2013;necedah;5;OTRA;(44.0261111,-90.0738889)
10/11/1979;ypsilanti;259200;OTRA;(42.2411111,-83.6130556)
19/08/2008;ringwood;30;OTRA;(41.1133333,-74.2458333)
24/05/2010;holiday hills;3600;TRIANGULAR;(42.29,-88.2247222)
07/03/2012;cincinnati;60;CIRCULAR;(39.1619444,-84.4569444)
22/10/2010;tucson;120;OTRA;(32.2216667,-110.9258333)
07/03/1999;arab;2700;OTRA;(34.3180556,-86.4958333)
08/02/2004;san jose;55;OTRA;(37.3394444,-121.8938889)
23/12/2006;raymond;3600;OTRA;(45.0158333,-95.2383333)
30/08/2009;cedar glen;5;OTRA;(34.2538889,-117.1638889)
05/12/2004;east stroudsburg;5;OTRA;(40.9994444,-75.1816667)
03/02/2013;lancaster;300;TRIANGULAR;(42.4555556,-71.6736111)
28/08/1998;minneapolis;60;OTRA;(44.98,-93.2636111)
01/08/1985;black diamond;900;OTRA;(47.3088889,-122.0019444)
01/06/1978;grants pass;7200;OTRA;(42.4391667,-123.3272222)
09/08/2008;orrock;420;OTRA;(45.4438889,-93.7361111)
14/01/2008;goleta;45;TRIANGULAR;(34.4358333,-119.8266667)
18/08/2005;new port richey;900;OTRA;(28.2438889,-82.7194444)
02/10/1998;sedona;300;OTRA;(34.8697222,-111.7602778)
09/04/2011;saunemin;5;CIRCULAR;(40.8930556,-88.4052778)
20/02/1990;brownsburg (speedway);300;OTRA;(39.8433333,-86.3977778)
19/10/2013;chandler;180;OTRA;(33.3061111,-111.8405556)
04/02/2000;youngsville;5;OTRA;(36.0247222,-78.4747222)
16/08/2004;gulf shores;300;TRIANGULAR;(30.2458333,-87.7008333)
08/05/1997;sylmar;600;OTRA;(34.3077778,-118.4483333)
25/05/2003;payson;3600;OTRA;(34.2308333,-111.3244444)
22/05/2003;ephrata;240;TRIANGULAR;(47.3177778,-119.5525)
16/09/2003;adrian;1;OTRA;(41.8975,-84.0372222)
10/05/2005;kenosha;180;OTRA;(42.5847222,-87.8211111)
17/09/2008;scottsdale;600;OTRA;(33.5091667,-111.8983333)
06/05/2012;el dorado hills;300;OTRA;(38.6858333,-121.0811111)
27/08/2006;baldwin;1800;CIRCULAR;(30.3025,-81.9755556)
30/06/2010;o&#39fallon;1800;CIRCULAR;(38.5922222,-89.9111111)
01/01/2007;miami;1500;OTRA;(25.7738889,-80.1938889)
26/10/2003;maud;180;OTRA;(35.1302778,-96.7755556)
08/10/1999;lakeside;600;OTRA;(32.8572222,-116.9213889)
05/03/2005;niles;10;OTRA;(41.1827778,-80.7655556)
03/11/2010;gilbert;120;OTRA;(33.3527778,-111.7883333)
04/01/2009;lancaster;40;OTRA;(34.6980556,-118.1358333)
18/04/2013;potosi;300;OTRA;(42.6894444,-90.7119444)
31/01/2003;farmington;10;OTRA;(41.7197222,-72.8325)
21/11/2007;gastonia;900;OTRA;(35.2619444,-81.1875)
07/07/1998;massillon;420;OTRA;(40.7966667,-81.5216667)
20/08/1994;flint;180;OTRA;(43.0125,-83.6875)
03/10/1997;pleasanton;420;OTRA;(28.9669444,-98.4783333)
04/01/2005;castro valley;30;OTRA;(37.6941667,-122.0852778)
04/09/2004;garden grove;300;OTRA;(33.7738889,-117.9405556)
16/10/2009;pomona;2;OTRA;(34.0552778,-117.7513889)
10/10/1999;humphrey;300;OTRA;(41.6916667,-97.4841667)
19/11/2013;san diego;360;OTRA;(32.7152778,-117.1563889)
09/07/2006;san jacinto;20;OTRA;(33.7838889,-116.9577778)
23/04/2003;san francisco;10;OTRA;(37.775,-122.4183333)
08/08/2009;belvidere;30;OTRA;(42.2638889,-88.8441667)
20/10/2006;prospect;2;OTRA;(42.7511111,-122.4877778)
09/10/2011;romney;7200;OTRA;(39.3419444,-78.7569444)
02/02/2001;chilhowie;120;OTRA;(36.7983333,-81.6825)
07/03/1998;sarasota;30;OTRA;(27.3361111,-82.5308333)
27/09/2003;george;15;OTRA;(47.0791667,-119.8547222)
19/10/2007;phoenix;1200;OTRA;(33.4483333,-112.0733333)
19/06/2008;barstow;660;OTRA;(34.8986111,-117.0219444)
15/10/2008;rye patch;1800;OTRA;(40.4475,-118.2886111)
04/04/2001;franklin;1200;OTRA;(41.3977778,-79.8316667)
02/12/2009;san dimas;600;OTRA;(34.1066667,-117.8058333)
06/06/2008;columbus;90;CIRCULAR;(39.9611111,-82.9988889)
15/07/1961;mount hope;1800;OTRA;(37.8952778,-81.1644444)
25/10/2006;champaign;600;OTRA;(40.1163889,-88.2433333)
01/06/1968;monmouth junction;1209600;OTRA;(40.3788889,-74.5469444)
14/09/2010;dallas;20;TRIANGULAR;(32.7833333,-96.8)
28/10/2005;austin;600;TRIANGULAR;(30.2669444,-97.7427778)
08/08/2008;newberg;120;OTRA;(45.3002778,-122.9719444)
14/10/2000;escondido;2700;OTRA;(33.1191667,-117.0855556)
04/08/2010;raleigh;60;OTRA;(35.7719444,-78.6388889)
01/07/1975;kansas city;180;OTRA;(39.0997222,-94.5783333)
20/09/2013;tucson;18;OTRA;(32.2216667,-110.9258333)
11/06/1985;houston (outside of);2400;TRIANGULAR;(29.7630556,-95.3630556)
10/02/1997;los angeles;7;TRIANGULAR;(34.0522222,-118.2427778)
15/06/2005;new york city (brooklyn);600;OTRA;(40.7141667,-74.0063889)
10/05/2009;san antonio;15;OTRA;(29.4238889,-98.4933333)
18/12/2000;show low;2;OTRA;(34.2541667,-110.0291667)
18/01/2012;sachse;300;OTRA;(32.9761111,-96.595)
08/06/2002;maize;10;OTRA;(37.7791667,-97.4669444)
21/02/2000;los altos hills;2;OTRA;(37.3797222,-122.1363889)
11/03/2006;whittier;900;OTRA;(33.9791667,-118.0319444)
13/08/2010;pompey;120;OTRA;(42.8988889,-76.0163889)
14/02/2014;salt lake city;420;OTRA;(40.7608333,-111.8902778)
14/03/2001;munroe falls;180;OTRA;(41.1444444,-81.44)
12/02/1998;sharon (to brookfield&#44 oh);600;OTRA;(41.2330556,-80.4936111)
29/08/2006;portland;1;OTRA;(45.5236111,-122.675)
07/06/2009;las vegas (northwest);300;OTRA;(36.175,-115.1363889)
21/07/2001;palm bay;240;OTRA;(28.0341667,-80.5888889)
19/07/2007;tomball;10;OTRA;(30.0969444,-95.6158333)
24/01/2006;oroville;45;OTRA;(39.5138889,-121.5552778)
08/04/2002;pulaski;300;OTRA;(44.6722222,-88.2425)
05/04/2001;florissant (st. louis);180;TRIANGULAR;(38.7891667,-90.3225)
25/07/2006;bellevue;900;OTRA;(47.6105556,-122.1994444)
16/06/2004;portland;180;OTRA;(45.5236111,-122.675)
15/09/2003;larkspur;45;CIRCULAR;(37.9341667,-122.5341667)
28/09/2013;langdon;3600;OTRA;(48.76,-98.3677778)
22/07/2009;plover;300;OTRA;(44.4563889,-89.5438889)
01/06/1962;aurora;5;OTRA;(39.7294444,-104.8313889)
10/03/2013;leesburg;600;CIRCULAR;(31.7319444,-84.1708333)
05/03/2014;medford;120;OTRA;(42.4183333,-71.1066667)
16/03/2005;bulls gap;180;OTRA;(36.2569444,-83.0861111)
17/07/2011;elkton;120;OTRA;(39.6066667,-75.8336111)
16/09/2010;piscataway;400;OTRA;(40.4991667,-74.3994444)
02/03/2006;medford;120;OTRA;(42.3266667,-122.8744444)
31/03/2007;tucson;120;OTRA;(32.2216667,-110.9258333)
18/07/2001;oklahoma city;30;OTRA;(35.4675,-97.5161111)
31/07/2005;seattle;480;OTRA;(47.6063889,-122.3308333)
11/02/2009;tucson;3;OTRA;(32.2216667,-110.9258333)
16/04/2004;kingston (ny thruway&#44 i-87);120;CIRCULAR;(41.9269444,-73.9977778)
03/09/2001;somerset;1200;OTRA;(45.1244444,-92.6733333)
21/02/2008;providence;10;OTRA;(41.8238889,-71.4133333)
09/07/2005;kirkland;4;OTRA;(47.6816667,-122.2075)
24/09/2013;columbus;300;OTRA;(39.9611111,-82.9988889)
07/03/1997;tacoma;120;OTRA;(47.2530556,-122.4430556)
12/05/2013;salem;120;CIRCULAR;(44.9430556,-123.0338889)
04/12/2000;auburn;3;OTRA;(47.3075,-122.2272222)
26/10/2008;fort collins;20;OTRA;(40.5852778,-105.0838889)
01/07/1952;detroit;300;OTRA;(42.3313889,-83.0458333)
16/12/1998;lubbock;180;OTRA;(33.5777778,-101.8547222)
10/12/2011;florence;180;OTRA;(34.1952778,-79.7627778)
16/02/2009;lake ariel;600;OTRA;(41.4538889,-75.3830556)
09/04/2011;coeur d&#39alene;30;OTRA;(47.6777778,-116.7794444)
07/12/2013;gilbert;600;OTRA;(33.3527778,-111.7883333)
15/03/2002;ponca city;180;OTRA;(36.7069444,-97.0852778)
12/12/2003;rockville;30;OTRA;(39.0838889,-77.1530556)
01/01/2001;kellyville;2700;OTRA;(35.9436111,-96.2133333)
12/05/1985;altoona;600;OTRA;(40.5186111,-78.395)
02/02/2009;eugene;30;OTRA;(44.0522222,-123.0855556)
19/05/2012;montgomery;600;OTRA;(32.3666667,-86.3)
18/06/2006;pie town;180;OTRA;(34.2983333,-108.1341667)
03/06/2005;tuscola;2;OTRA;(32.2094444,-99.7963889)
05/10/2011;enid;30;CIRCULAR;(36.3955556,-97.8780556)
16/05/1996;covington;1500;OTRA;(39.0836111,-84.5086111)
08/09/1966;hundred;30;OTRA;(39.6836111,-80.4591667)
20/07/2011;casper;30;OTRA;(42.8666667,-106.3125)
14/01/2008;ukiah;300;OTRA;(39.1502778,-123.2066667)
12/06/2008;clayton;15;OTRA;(34.8780556,-83.4011111)
20/08/2009;fairfield;5;OTRA;(41.1411111,-73.2641667)
15/03/1995;fontana;5;OTRA;(34.0922222,-117.4341667)
03/04/1997;port wentworth;300;OTRA;(32.1488889,-81.1633333)
25/03/2010;south bend;180;OTRA;(41.6833333,-86.25)
22/03/2013;alexandria;3;OTRA;(38.8047222,-77.0472222)
02/09/2004;fort lauderdale;1200;OTRA;(26.1219444,-80.1436111)
31/10/1999;clinton (southern end of whidbey island);1800;OTRA;(47.9786111,-122.3544444)
27/08/2009;niagara falls;1200;OTRA;(43.0944444,-79.0569444)
22/02/2014;harpers ferry;4;OTRA;(39.3252778,-77.7391667)
06/01/2002;gilliam;300;OTRA;(32.8269444,-93.845)
27/07/2012;schneider;2100;OTRA;(41.1869444,-87.4483333)
21/09/2007;salem;300;OTRA;(42.7883333,-71.2013889)
02/07/2008;dallas;3;OTRA;(32.7833333,-96.8)
30/10/2005;indianapolis;180;OTRA;(39.7683333,-86.1580556)
25/06/1992;granite shoals;300;OTRA;(30.5888889,-98.3836111)
22/04/2014;miami beach;15;OTRA;(25.7902778,-80.1302778)
11/10/1999;augusta;600;OTRA;(37.6866667,-96.9763889)
30/06/2008;ann arbor;120;TRIANGULAR;(42.2708333,-83.7263889)
22/08/2012;new york city (fresh meadows  queens);120;OTRA;(40.7141667,-74.0063889)
25/02/2004;bladensburg;900;OTRA;(38.9391667,-76.9341667)
15/07/2000;naperville;60;OTRA;(41.7858333,-88.1472222)
26/10/1999;costa mesa;3600;OTRA;(33.6411111,-117.9177778)
16/08/2004;yukon;2;OTRA;(35.5066667,-97.7622222)
16/05/1998;manteca;50;TRIANGULAR;(37.7975,-121.215)
01/06/1956;memphis;900;OTRA;(35.1494444,-90.0488889)
12/03/2012;monticello;120;OTRA;(41.6555556,-74.6897222)
15/09/1999;pomona;120;OTRA;(34.0552778,-117.7513889)
13/08/2008;springfield;2;OTRA;(39.8016667,-89.6436111)
08/10/2003;ringgold;600;TRIANGULAR;(36.6080556,-79.2955556)
27/10/2010;decatur;1200;OTRA;(36.3358333,-94.4605556)
17/07/1998;jacksonville (i-10 milemarker 238&#44 heading e);120;OTRA;(30.3319444,-81.6558333)
05/12/2000;portland;120;OTRA;(45.5236111,-122.675)
01/04/2007;greensboro;300;OTRA;(39.7911111,-79.9130556)
15/10/2009;tucumcari;3600;OTRA;(35.1716667,-103.7244444)
27/03/2012;kensington;5;OTRA;(42.9269444,-70.9444444)
01/06/1960;seattle;5;OTRA;(47.6063889,-122.3308333)
27/07/2000;portland;5;OTRA;(45.5236111,-122.675)
04/09/1975;palmyra;600;CIRCULAR;(40.0069444,-75.0286111)
22/10/1999;klamath falls;3;OTRA;(42.225,-121.7805556)
21/11/2013;jefferson;5;OTRA;(44.7197222,-123.0091667)
27/02/2013;oakley;600;OTRA;(37.9975,-121.7113889)
10/07/1998;morristown;15;OTRA;(40.7966667,-74.4819444)
01/02/2008;apache junction;120;TRIANGULAR;(33.415,-111.5488889)
30/08/2003;los angeles;600;OTRA;(34.0522222,-118.2427778)
21/08/1998;salem;45;OTRA;(44.9430556,-123.0338889)
06/07/2004;kenmore;240;TRIANGULAR;(47.7575,-122.2427778)
18/07/1999;claremont;8;TRIANGULAR;(34.0966667,-117.7188889)
09/07/2004;walpole;180;OTRA;(42.1416667,-71.25)
02/11/2007;discovery bay;1800;OTRA;(37.9086111,-121.5991667)
01/08/2009;slidell;150;OTRA;(30.275,-89.7811111)
06/01/2011;murrieta;240;TRIANGULAR;(33.5538889,-117.2130556)
01/06/1999;townsend;120;OTRA;(39.395,-75.6919444)
03/07/2005;destin;240;OTRA;(30.3933333,-86.4958333)
21/04/2014;chesterfield;1800;OTRA;(37.3769444,-77.5061111)
